"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","Var.8","Var.9","Var.10","Var.11","Var.12","Var.13","Var.14","Var.15","Var.16","Var.17","Var.18","Offense.Four.Factors","Offense.Four.Factors.1","Offense.Four.Factors.2","Offense.Four.Factors.3","Var.23","Defense.Four.Factors","Defense.Four.Factors.1","Defense.Four.Factors.2","Defense.Four.Factors.3","Var.28","Var.29","Var.30","Var.31"
"1","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G"
"2","1","Phoenix Suns","27.5","58","14","54","18","8.40","-0.73","7.68","115.1","106.6","+8.5","99.5",".224",".354",".583",NA,".551","11.6","22.4",".179",NA,".507","13.0","77.4",".188",NA,"Phoenix Suns Arena","611,958","16,104"
"3","2","Utah Jazz","29.3","45","27","50","22","6.57","-0.48","6.09","116.6","109.9","+6.7","97.5",".267",".471",".592",NA,".558","12.9","25.0",".207",NA,".517","10.9","78.3",".163",NA,"Vivint Smart Home Arena","677,322","18,306"
"4","3","Boston Celtics","26.1","45","28","51","22","6.37","-0.55","5.82","113.0","106.5","+6.5","96.4",".242",".421",".571",NA,".533","12.3","23.9",".197",NA,".499","12.5","77.3",".183",NA,"TD Garden","670,460","18,624"
"5","4","Golden State Warriors","27.6","47","24","49","22","6.04","-0.07","5.97","112.5","106.4","+6.1","98.5",".233",".462",".581",NA,".552","13.4","22.9",".178",NA,".509","13.2","78.7",".198",NA,"Chase Center","686,432","18,064"
"6","5","Memphis Grizzlies","24.0","49","23","48","24","5.32","-0.68","4.64","114.0","108.8","+5.2","100.1",".246",".344",".550",NA,".519","11.2","30.0",".180",NA,".521","13.2","77.7",".192",NA,"FedEx Forum","525,539","15,457"
"7","6","Miami Heat","28.1","47","25","46","26","4.57","-0.34","4.23","113.1","108.3","+4.8","95.8",".249",".418",".578",NA,".540","13.3","24.0",".202",NA,".522","13.9","78.1",".206",NA,"FTX Arena","686,768","19,622"
"8","7","Milwaukee Bucks","28.4","44","27","43","28","3.63","-0.29","3.34","114.8","111.2","+3.6","99.8",".256",".438",".579",NA,".545","11.9","23.1",".199",NA,".532","11.7","78.3",".167",NA,"Fiserv Forum","625,609","17,378"
"9","8","Minnesota Timberwolves","24.1","42","31","44","29","3.45","-0.20","3.25","113.9","110.5","+3.4","100.7",".252",".456",".570",NA,".535","12.5","24.7",".195",NA,".528","14.3","75.1",".228",NA,"Target Center","571,468","15,874"
"10","9","Cleveland Cavaliers","24.7","41","31","43","29","2.79","-0.10","2.69","111.4","108.5","+2.9","96.2",".258",".387",".569",NA,".536","13.4","24.1",".196",NA,".516","12.5","76.4",".165",NA,"Rocket Mortgage Fieldhouse","661,068","18,363"
"11","10","Dallas Mavericks","26.7","44","28","42","30","2.51","0.03","2.54","111.4","108.8","+2.6","95.3",".243",".435",".564",NA,".531","11.7","21.4",".186",NA,".520","12.4","77.8",".182",NA,"American Airlines Center","707,008","19,639"
"12","11","Denver Nuggets","27.7","42","30","42","30","2.44","-0.11","2.34","113.5","111.0","+2.5","97.5",".238",".420",".584",NA,".551","13.1","21.6",".188",NA,".534","11.9","78.1",".183",NA,"Ball Arena","564,444","16,601"
"13","12","Philadelphia 76ers","26.7","44","27","40","31","1.99","0.04","2.02","112.4","110.3","+2.1","95.8",".279",".373",".572",NA,".528","11.5","19.8",".229",NA,".520","12.0","76.5",".191",NA,"Wells Fargo Center","761,261","20,575"
"14","13","Toronto Raptors","24.7","40","32","39","33","1.32","0.10","1.42","112.2","110.8","+1.4","96.0",".235",".372",".540",NA,".507","11.1","28.5",".177",NA,".535","14.4","75.5",".201",NA,"Scotiabank Arena","388,943","11,786"
"15","14","Chicago Bulls","26.3","42","29","38","33","0.99","-0.31","0.67","113.5","112.5","+1.0","98.5",".244",".335",".580",NA,".544","11.7","20.5",".198",NA,".534","12.0","78.2",".196",NA,"United Center","749,577","20,822"
"16","15","Atlanta Hawks","26.2","35","36","37","34","0.80","0.21","1.01","115.6","114.8","+0.8","97.5",".250",".383",".576",NA,".538","10.9","22.8",".203",NA,".542","11.4","77.0",".176",NA,"State Farm Arena","602,020","16,271"
"17","16","Charlotte Hornets","25.6","37","35","37","35","0.40","0.02","0.42","113.3","112.9","+0.4","100.3",".238",".419",".567",NA,".539","11.5","23.1",".176",NA,".540","13.2","74.8",".188",NA,"Spectrum Center","612,797","17,022"
"18","17","Brooklyn Nets","29.2","38","34","37","35","0.38","0.04","0.41","113.1","112.8","+0.3","98.8",".242",".358",".574",NA,".538","12.4","23.7",".194",NA,".522","11.7","75.3",".199",NA,"Barclays Center","603,993","17,257"
"19","18","New York Knicks","26.2","30","41","34","37","-0.79","0.21","-0.58","109.6","110.4","-0.8","96.1",".277",".422",".547",NA,".510","12.2","25.1",".208",NA,".519","11.5","78.7",".198",NA,"Madison Square Garden (IV)","644,612","18,417"
"20","19","San Antonio Spurs","24.7","28","44","34","38","-0.97","0.12","-0.86","111.7","112.6","-0.9","100.2",".210",".342",".552",NA,".525","11.1","23.8",".157",NA,".535","12.2","74.9",".175",NA,"AT&T Center","547,812","14,806"
"21","20","Los Angeles Clippers","27.5","36","37","34","39","-1.21","0.08","-1.13","108.4","109.7","-1.3","98.0",".218",".388",".557",NA,".524","12.7","20.5",".172",NA,".513","12.1","74.5",".167",NA,"Crypto.com Arena","584,183","16,691"
"22","21","New Orleans Pelicans","25.6","30","42","33","39","-1.32","0.37","-0.95","111.0","112.4","-1.4","97.3",".257",".369",".554",NA,".516","12.7","26.5",".202",NA,".541","12.7","78.3",".198",NA,"Smoothie King Center","561,328","15,592"
"23","22","Indiana Pacers","26.3","25","47","31","41","-2.21","0.05","-2.16","112.1","114.3","-2.2","97.9",".239",".394",".561",NA,".529","12.8","25.5",".182",NA,".539","11.7","76.7",".205",NA,"Gainbridge Fieldhouse","512,278","14,230"
"24","23","Los Angeles Lakers","30.5","31","41","30","42","-2.63","-0.27","-2.89","109.7","112.3","-2.6","100.1",".249",".392",".564",NA,".535","12.9","21.2",".181",NA,".535","12.5","75.3",".191",NA,"Crypto.com Arena","688,643","18,612"
"25","24","Washington Wizards","26.0","30","41","28","43","-3.31","0.03","-3.29","110.9","114.3","-3.4","96.8",".258",".358",".566",NA,".529","12.1","21.1",".202",NA,".526","10.7","76.3",".204",NA,"Capital One Arena","547,145","15,198"
"26","25","Sacramento Kings","25.7","25","48","25","48","-5.38","0.40","-4.98","109.9","115.3","-5.4","99.9",".260",".378",".560",NA,".524","12.5","21.8",".200",NA,".551","11.8","76.3",".180",NA,"Golden 1 Center","543,953","13,948"
"27","26","Portland Trail Blazers","26.0","27","44","21","50","-6.82","0.69","-6.13","109.0","115.9","-6.9","98.4",".258",".425",".554",NA,".519","12.7","22.8",".196",NA,".554","12.4","77.9",".217",NA,"Moda Center","599,368","17,125"
"28","27","Orlando Magic","23.4","19","53","19","53","-7.86","0.31","-7.55","104.4","112.3","-7.9","99.4",".230",".412",".538",NA,".502","13.1","20.0",".182",NA,".532","11.8","77.2",".196",NA,"Amway Center","519,888","14,854"
"29","28","Oklahoma City Thunder","22.5","20","52","19","53","-7.92","0.48","-7.43","104.0","112.0","-8.0","98.6",".220",".419",".525",NA,".492","12.3","21.8",".168",NA,".531","11.9","76.0",".166",NA,"Paycom Center","516,411","14,345"
"30","29","Detroit Pistons","23.7","19","53","18","54","-8.38","0.45","-7.92","105.4","113.8","-8.4","98.3",".251",".388",".530",NA,".491","12.7","23.6",".195",NA,".542","13.1","75.4",".224",NA,"Little Caesars Arena","548,564","15,673"
"31","30","Houston Rockets","24.4","18","54","18","54","-9.21","0.52","-8.69","107.6","116.7","-9.1","100.8",".285",".447",".563",NA,".532","14.6","21.3",".202",NA,".555","12.3","74.8",".203",NA,"Toyota Center","558,106","15,503"
"32","","League Average","26.3","","","36","36","0.00","0.00","0.00","111.4","111.4","","98.2",".247",".399",".563",NA,".529","12.4","23.3",".191",NA,".529","12.4","76.7",".191",NA,"","602,632","16,771"
